,BOROUGH,NEIGHBORHOOD,BUILDING.CLASS.CATEGORY,ADDRESS,ZIP.CODE,LAND.SQUARE.FEET,SALE.PRICE,SALE.DATE,Latitude,Longtitude
188,STATEN ISLAND,ARDENHEIGHTS,ONE FAMILY,47 AMANDA COURT,10312,500.0,315000,2015-12-31,40.5639903,-74.1849265308
189,STATEN ISLAND,ARDENHEIGHTS,ONE FAMILY,26 ASPEN KNOLLS WAY,10312,500.0,315000,2016-02-16,40.56422515,-74.1847346773
190,STATEN ISLAND,ARDENHEIGHTS,ONE FAMILY,36 AMANDA COURT,10312,500.0,330000,2016-04-18,40.56397755,-74.1856341
191,STATEN ISLAND,ARDENHEIGHTS,ONE FAMILY,1340 ARTHUR KILL ROAD,10312,500.0,277000,2016-05-27,40.56423885,-74.1853943212
192,STATEN ISLAND,ARDENHEIGHTS,ONE FAMILY,521 ILYSSA WAY,10312,500.0,270000,2016-03-09,40.5611498,-74.1867119536
193,STATEN ISLAND,ARDENHEIGHTS,ONE FAMILY,493 ILYSSA WAY,10312,500.0,255000,2015-11-06,40.56086015,-74.1864926023
194,STATEN ISLAND,ARDENHEIGHTS,ONE FAMILY,431 ILYSSA WAY,10312,500.0,290000,2016-08-11,40.56009805,-74.1864382397
195,STATEN ISLAND,ARDENHEIGHTS,ONE FAMILY,351 ILYSSA WAY,10312,500.0,210000,2016-08-19,40.56034275,-74.1860199033
196,STATEN ISLAND,ARDENHEIGHTS,ONE FAMILY,321 JAMIE LANE,10312,500.0,280000,2016-06-02,40.5604578,-74.1842556
197,STATEN ISLAND,ARDENHEIGHTS,ONE FAMILY,299 JAMIE LANE,10312,500.0,200000,2016-08-19,40.5607641,-74.1843514796
198,STATEN ISLAND,ARDENHEIGHTS,ONE FAMILY,279 JAMIE LANE,10312,353.0,170000,2016-02-26,40.5610339,-74.1843134566
199,STATEN ISLAND,ARDENHEIGHTS,ONE FAMILY,32 EMILY LANE,10312,500.0,315000,2016-06-24,40.5610329,-74.1844706812
200,STATEN ISLAND,ARDENHEIGHTS,ONE FAMILY,120 EMILY LANE,10312,560.0,286080,2015-10-19,40.56066255,-74.1856603107
201,STATEN ISLAND,ARDENHEIGHTS,ONE FAMILY,144 EMILY LANE,10312,500.0,208176,2015-12-03,40.56090645,-74.1860521106
202,STATEN ISLAND,ARDENHEIGHTS,ONE FAMILY,154 EMILY LANE,10312,500.0,275500,2016-02-19,40.56096905,-74.1859777705
203,STATEN ISLAND,ARDENHEIGHTS,ONE FAMILY,182 EMILY LANE,10312,500.0,248000,2016-05-31,40.56128745,-74.1860321365
204,STATEN ISLAND,ARDENHEIGHTS,ONE FAMILY,33 REGINA LANE,10312,840.0,265000,2015-11-30,40.5538099,-74.1851305695
205,STATEN ISLAND,ARDENHEIGHTS,ONE FAMILY,30 REGINA LANE,10312,840.0,315000,2015-10-30,40.55363535,-74.1853403824
206,STATEN ISLAND,ARDENHEIGHTS,ONE FAMILY,18 SUSANNA LANE,10312,1029.0,300000,2016-04-28,40.55300345,-74.1862394207
207,STATEN ISLAND,ARDENHEIGHTS,ONE FAMILY,18 LINDA LANE,10312,910.0,369000,2016-06-30,40.5537689,-74.1868050443
208,STATEN ISLAND,ARDENHEIGHTS,ONE FAMILY,26 LINDA LANE,10312,1410.0,340000,2015-11-10,40.5536477,-74.1866763462
209,STATEN ISLAND,ARDENHEIGHTS,ONE FAMILY,51 ARDEN AVENUE,10312,4960.0,451230,2016-06-27,40.55811845,-74.1963202752
210,STATEN ISLAND,ARDENHEIGHTS,ONE FAMILY,661 WOODROW ROAD,10312,6927.0,590000,2016-06-24,40.5489324,-74.1889849609
211,STATEN ISLAND,ARDENHEIGHTS,ONE FAMILY,33 HAMPTON GREEN,10312,1760.0,350000,2015-10-02,40.55432875,-74.1933830529
212,STATEN ISLAND,ARDENHEIGHTS,ONE FAMILY,35 HAMPTON GREEN,10312,1722.0,325000,2015-10-30,40.55428215,-74.1933355011
213,STATEN ISLAND,ARDENHEIGHTS,ONE FAMILY,73 HAMPTON GREEN,10312,1760.0,313200,2016-03-11,40.55362315,-74.1939847231
214,STATEN ISLAND,ARDENHEIGHTS,ONE FAMILY,147 HAMPTON GREEN,10312,2033.0,367500,2016-02-24,40.5525957,-74.1957253223
215,STATEN ISLAND,ARDENHEIGHTS,ONE FAMILY,189 HAMPTON GREEN,10312,4100.0,329600,2016-04-29,40.55280505,-74.1967738133
216,STATEN ISLAND,ARDENHEIGHTS,ONE FAMILY,22 PRINCETON LANE,10312,1600.0,380000,2016-08-30,40.55328995,-74.1968716013
217,STATEN ISLAND,ARDENHEIGHTS,ONE FAMILY,261 HAMPTON GREEN,10312,1360.0,250000,2016-01-21,40.5542704,-74.1957765399
218,STATEN ISLAND,ARDENHEIGHTS,ONE FAMILY,90 HAMPTON GREEN,10312,4662.0,370000,2016-07-28,40.55362845,-74.1946858601
219,STATEN ISLAND,ARDENHEIGHTS,ONE FAMILY,29 REGENT CIRCLE,10312,1456.0,350000,2016-06-20,40.55330015,-74.1955493161
220,STATEN ISLAND,ARDENHEIGHTS,ONE FAMILY,32 REGENT CIRCLE,10312,1556.0,369000,2016-08-02,40.55306495,-74.1960349987
221,STATEN ISLAND,ARDENHEIGHTS,ONE FAMILY,234 HAMPTON GREEN,10312,1360.0,280000,2016-02-03,40.55363855,-74.1960685781
222,STATEN ISLAND,ARDENHEIGHTS,ONE FAMILY,252 HAMPTON GREEN,10312,1360.0,350000,2015-12-28,40.55385765,-74.1957280321
223,STATEN ISLAND,ARDENHEIGHTS,ONE FAMILY,256 HAMPTON GREEN,10312,1870.0,380000,2016-07-12,40.5539271,-74.1956263079
224,STATEN ISLAND,ARDENHEIGHTS,ONE FAMILY,50 FOREST GREEN,10312,2424.0,387500,2016-08-10,40.55534605,-74.1952191008
225,STATEN ISLAND,ARDENHEIGHTS,ONE FAMILY,35 BIRCH LANE,10312,1800.0,425000,2016-02-05,40.55538005,-74.1958265544
226,STATEN ISLAND,ARDENHEIGHTS,ONE FAMILY,88 FOREST GREEN,10312,3410.0,385000,2015-11-17,40.5547755,-74.1962266031
227,STATEN ISLAND,ARDENHEIGHTS,ONE FAMILY,85 DOVER GREEN,10312,1360.0,380000,2016-06-17,40.5561937,-74.1962889172
228,STATEN ISLAND,ARDENHEIGHTS,ONE FAMILY,129 DOVER GREEN,10312,1948.0,375900,2016-06-21,40.55583285,-74.1973592369
229,STATEN ISLAND,ARDENHEIGHTS,ONE FAMILY,147 DOVER GREEN,10312,1280.0,355000,2015-10-20,40.55621735,-74.1977909
230,STATEN ISLAND,ARDENHEIGHTS,ONE FAMILY,183 DOVER GREEN,10312,1800.0,335000,2015-11-13,40.55699335,-74.1985434279
231,STATEN ISLAND,ARDENHEIGHTS,ONE FAMILY,42 CHESTNUT CIRCLE,10312,3009.0,430000,2016-08-16,40.55676285,-74.1968686571
232,STATEN ISLAND,ARDENHEIGHTS,ONE FAMILY,168 DOVER GREEN,10312,1760.0,395000,2016-09-08,40.55695355,-74.1979873064
233,STATEN ISLAND,ARDENHEIGHTS,ONE FAMILY,186 DOVER GREEN,10312,1804.0,345000,2016-04-21,40.55725,-74.1982933455
234,STATEN ISLAND,ARDENHEIGHTS,ONE FAMILY,34 POETS CIRCLE,10312,4500.0,358500,2016-06-15,40.55501755,-74.1986206
235,STATEN ISLAND,ARDENHEIGHTS,ONE FAMILY,25 POETS CIRCLE,10312,1580.0,320000,2016-01-22,40.5554658,-74.1984399681
236,STATEN ISLAND,ARDENHEIGHTS,ONE FAMILY,246 CARLYLE GREEN,10312,1267.0,340000,2015-10-07,40.5558909,-74.19853435
237,STATEN ISLAND,ARDENHEIGHTS,ONE FAMILY,79 DOGWOOD DRIVE,10312,3760.0,310000,2016-05-24,40.55034015,-74.1981378
238,STATEN ISLAND,ARDENHEIGHTS,ONE FAMILY,21 MAPLE COURT,10312,4200.0,525000,2016-08-16,40.5515503897,-74.197847441
239,STATEN ISLAND,ARDENHEIGHTS,ONE FAMILY,72 DAFFODIL COURT,10312,3480.0,410000,2016-03-25,40.55260515,-74.1971698763
240,STATEN ISLAND,ARDENHEIGHTS,ONE FAMILY,74 DAFFODIL COURT,10312,1170.0,395900,2016-06-15,40.55263595,-74.1971960948
241,STATEN ISLAND,ARDENHEIGHTS,ONE FAMILY,61 DAFFODIL COURT,10312,1862.0,405000,2016-07-08,40.55259295,-74.1977477
242,STATEN ISLAND,ARDENHEIGHTS,ONE FAMILY,17 MIMOSA LANE,10312,1650.0,380000,2016-02-17,40.55222445,-74.1984649181
243,STATEN ISLAND,ARDENHEIGHTS,ONE FAMILY,38 RUSSEK DRIVE,10312,1980.0,280000,2016-06-28,40.5506034,-74.20056315
244,STATEN ISLAND,ARDENHEIGHTS,ONE FAMILY,23 YUCCA DRIVE,10312,1200.0,320000,2015-11-05,40.5514787,-74.1987004367
245,STATEN ISLAND,ARDENHEIGHTS,ONE FAMILY,242 GREEN VALLEY ROAD,10312,4050.0,530000,2016-01-06,40.55084795,-74.1952962975
246,STATEN ISLAND,ARDENHEIGHTS,ONE FAMILY,262 GREEN VALLEY ROAD,10312,3240.0,466000,2016-02-24,40.55097785,-74.1947478807
247,STATEN ISLAND,ARDENHEIGHTS,ONE FAMILY,34 MANCHESTER DRIVE,10312,2730.0,440000,2016-02-11,40.5495627,-74.1942691276
248,STATEN ISLAND,ARDENHEIGHTS,ONE FAMILY,241 GREEN VALLEY ROAD,10312,2700.0,171445,2016-03-31,40.55046105,-74.1951724322
249,STATEN ISLAND,ARDENHEIGHTS,ONE FAMILY,45 GEYSER DRIVE,10312,1620.0,140299,2015-11-24,40.5496723,-74.1985895409
250,STATEN ISLAND,ARDENHEIGHTS,ONE FAMILY,19 LISA LANE,10312,1620.0,400000,2015-12-03,40.5494678,-74.1976021165
251,STATEN ISLAND,ARDENHEIGHTS,ONE FAMILY,132 CODY PLACE,10312,3700.0,440000,2016-06-30,40.5545821,-74.202480022
252,STATEN ISLAND,ARDENHEIGHTS,ONE FAMILY,1962 ARTHUR KILL ROAD,10312,640.0,232500,2016-05-31,40.55568155,-74.20105475
253,STATEN ISLAND,ARDENHEIGHTS,ONE FAMILY,2014 ARTHUR KILL ROAD,10312,720.0,235101,2016-01-15,40.5555488,-74.201812
254,STATEN ISLAND,ARDENHEIGHTS,ONE FAMILY,48 PRATT COURT,10312,1425.0,320000,2015-11-13,40.55482545,-74.2005914604
255,STATEN ISLAND,ARDENHEIGHTS,ONE FAMILY,14 PRATT COURT,10312,640.0,240000,2015-12-16,40.554553,-74.2013964235
256,STATEN ISLAND,ARDENHEIGHTS,ONE FAMILY,16 COUNTRY LANE,10312,1388.0,375000,2016-07-28,40.554088,-74.2012908
257,STATEN ISLAND,ARDENHEIGHTS,ONE FAMILY,42 COUNTRY LANE,10312,1178.0,240000,2016-08-09,40.5542413,-74.2006257
258,STATEN ISLAND,ARDENHEIGHTS,ONE FAMILY,53 LOMBARD COURT,10312,880.0,350000,2016-01-11,40.5536056,-74.20056425
259,STATEN ISLAND,ARDENHEIGHTS,ONE FAMILY,58 RAILY COURT,10312,1044.0,305000,2016-03-07,40.5533342,-74.2001262
260,STATEN ISLAND,ARDENHEIGHTS,ONE FAMILY,121 RAILY COURT,10312,1680.0,315000,2016-04-27,40.5532766,-74.1992873
261,STATEN ISLAND,ARDENHEIGHTS,ONE FAMILY,20 BUNNELL COURT,10312,640.0,239000,2016-01-19,40.5525499,-74.2002472592
262,STATEN ISLAND,ARDENHEIGHTS,ONE FAMILY,10A BUNNELL COURT,10312,720.0,315000,2016-08-08,40.55254435,-74.2005807437
263,STATEN ISLAND,ARDENHEIGHTS,ONE FAMILY,25A BUNNELL COURT,10312,640.0,205000,2015-10-01,40.5521988,-74.1998842081
264,STATEN ISLAND,ARDENHEIGHTS,ONE FAMILY,39 BUNNELL COURT,10312,960.0,312500,2016-05-18,40.5524024,-74.19937465
265,STATEN ISLAND,ARDENHEIGHTS,ONE FAMILY,39A BUNNELL COURT,10312,960.0,325000,2016-08-24,40.5523342,-74.1993436314
266,STATEN ISLAND,ARDENHEIGHTS,ONE FAMILY,69 BUNNELL COURT,10312,1260.0,315000,2015-11-09,40.5527188,-74.19877835
267,STATEN ISLAND,ARDENHEIGHTS,ONE FAMILY,70 EVERTON AVENUE,10312,1950.0,323000,2015-12-04,40.54746755,-74.1945271004
268,STATEN ISLAND,ARDENHEIGHTS,ONE FAMILY,199 ROSEDALE AVENUE,10312,2930.0,414750,2015-11-06,40.5474585,-74.1956414491
269,STATEN ISLAND,ARDENHEIGHTS,ONE FAMILY,28 SPERRY PLACE,10312,1270.0,380000,2016-02-17,40.54701545,-74.1947287071
270,STATEN ISLAND,ARDENHEIGHTS,ONE FAMILY,6G DELMAR AVENUE,10312,1785.0,365000,2016-06-30,40.54676145,-74.1955689107
271,STATEN ISLAND,ARDENHEIGHTS,ONE FAMILY,78 SPERRY PLACE,10312,1215.0,52000,2016-04-04,40.5460888,-74.1953933172
272,STATEN ISLAND,ARDENHEIGHTS,ONE FAMILY,32 BALLARD AVENUE,10312,4960.0,620000,2016-08-12,40.54581195,-74.1949351522
273,STATEN ISLAND,ARDENHEIGHTS,ONE FAMILY,117 BOULDER STREET,10312,2032.0,455000,2015-12-08,40.54689845,-74.1969005939
274,STATEN ISLAND,ARDENHEIGHTS,ONE FAMILY,84 ANACONDA STREET,10312,1960.0,447000,2016-01-29,40.54699065,-74.1965045939
275,STATEN ISLAND,ARDENHEIGHTS,ONE FAMILY,63 COVENTRY LOOP,10312,1054.0,338500,2016-01-12,40.54607515,-74.1982628898
276,STATEN ISLAND,ARDENHEIGHTS,ONE FAMILY,65 COVENTRY LOOP,10312,1054.0,335000,2016-06-29,40.5460934,-74.1982089229
277,STATEN ISLAND,ARDENHEIGHTS,ONE FAMILY,17 COVENTRY LOOP,10312,1020.0,341000,2015-11-12,40.5467328,-74.1983853599
278,STATEN ISLAND,ARDENHEIGHTS,ONE FAMILY,72 ROSEDALE AVENUE,10312,1060.0,326000,2016-03-17,40.547114,-74.1987509702
279,STATEN ISLAND,ARDENHEIGHTS,ONE FAMILY,90 ROSEDALE AVENUE,10312,1060.0,300000,2015-12-08,40.547237,-74.1983275818
280,STATEN ISLAND,ARDENHEIGHTS,ONE FAMILY,112 ROSEDALE AVENUE,10312,1800.0,327500,2015-12-04,40.54738505,-74.1978090393
281,STATEN ISLAND,ARDENHEIGHTS,ONE FAMILY,136 ROSEDALE AVENUE,10312,1060.0,344000,2015-10-23,40.5475697,-74.1971773606
282,STATEN ISLAND,ARDENHEIGHTS,ONE FAMILY,170 ROSEDALE AVENUE,10312,1060.0,79500,2016-06-23,40.5478088,-74.1963509894
283,STATEN ISLAND,ARDENHEIGHTS,ONE FAMILY,172 ROSEDALE AVENUE,10312,1060.0,360000,2016-08-12,40.54782025,-74.1963028623
284,STATEN ISLAND,ARDENHEIGHTS,ONE FAMILY,176 ROSEDALE AVENUE,10312,1060.0,335000,2016-07-28,40.5478476,-74.19620875
285,STATEN ISLAND,ARDENHEIGHTS,ONE FAMILY,178 ROSEDALE AVENUE,10312,1060.0,345000,2016-09-07,40.5478635,-74.1961628283
286,STATEN ISLAND,ARDENHEIGHTS,ONE FAMILY,202 ROSEDALE AVENUE,10312,1060.0,327000,2015-12-03,40.54804545,-74.1955324712
287,STATEN ISLAND,ARDENHEIGHTS,ONE FAMILY,112 EVERTON PLACE,10312,1127.0,315000,2016-06-24,40.54825505,-74.1949927512
288,STATEN ISLAND,ARDENHEIGHTS,ONE FAMILY,102 EVERTON PLACE,10312,2849.0,216000,2016-01-12,40.54808815,-74.1948519502
289,STATEN ISLAND,ARDENHEIGHTS,TWO FAMILY,119 KENILWORTH AVENUE,10312,4000.0,645000,2015-10-09,40.56302725,-74.182607932
290,STATEN ISLAND,ARDENHEIGHTS,TWO FAMILY,121 ERIKA LOOP,10312,2388.0,510000,2016-08-12,40.55687045,-74.1831441392
291,STATEN ISLAND,ARDENHEIGHTS,TWO FAMILY,133 ERIKA LOOP,10312,2320.0,510000,2016-07-08,40.55712775,-74.1829270478
292,STATEN ISLAND,ARDENHEIGHTS,TWO FAMILY,142 ERIKA LOOP,10312,1920.0,550000,2016-08-02,40.5571489,-74.1824683207
293,STATEN ISLAND,ARDENHEIGHTS,TWO FAMILY,68 ERIKA LOOP,10312,3080.0,580000,2016-08-30,40.556615,-74.1821252258
294,STATEN ISLAND,ARDENHEIGHTS,TWO FAMILY,170 HALPIN AVENUE,10312,6350.0,541000,2016-06-13,40.5508151,-74.1882324015
295,STATEN ISLAND,ARDENHEIGHTS,TWO FAMILY,59 ARDEN AVENUE,10312,2624.0,440000,2015-10-23,40.5579287,-74.1961251896
296,STATEN ISLAND,ARDENHEIGHTS,TWO FAMILY,1786 ARTHUR KILL ROAD,10312,2250.0,278545,2016-01-19,40.5588613,-74.1972790248
297,STATEN ISLAND,ARDENHEIGHTS,TWO FAMILY,83 CANTON AVENUE,10312,8000.0,655000,2016-07-08,40.54874685,-74.1913365505
298,STATEN ISLAND,ARDENHEIGHTS,TWO FAMILY,96 HOLCOMB AVENUE,10312,4000.0,625000,2016-06-30,40.54796585,-74.1924379176
299,STATEN ISLAND,ARDENHEIGHTS,TWO FAMILY,92 HOLCOMB AVENUE,10312,4000.0,804417,2016-01-21,40.5477137467,-74.1916122533
300,STATEN ISLAND,ARDENHEIGHTS,TWO FAMILY,88 HOLCOMB AVENUE,10312,4000.0,789143,2015-10-30,40.54790035,-74.19223655
301,STATEN ISLAND,ARDENHEIGHTS,TWO FAMILY,21B BELFIELD AVENUE,10312,3800.0,725000,2015-11-05,40.54761715,-74.193419669
302,STATEN ISLAND,ARDENHEIGHTS,TWO FAMILY,36 MAPLE COURT,10312,4807.0,372138,2016-06-09,40.5515041,-74.1971179965
303,STATEN ISLAND,ARDENHEIGHTS,TWO FAMILY,30 DOGWOOD DRIVE,10312,3150.0,530000,2016-03-31,40.5512791,-74.1982130894
304,STATEN ISLAND,ARDENHEIGHTS,TWO FAMILY,50 GREEN VALLEY ROAD,10312,2268.0,490000,2016-01-15,40.5483327,-74.19446605
305,STATEN ISLAND,ARDENHEIGHTS,TWO FAMILY,144 GREEN VALLEY ROAD,10312,2328.0,492500,2016-01-26,40.5496756,-74.1964861
306,STATEN ISLAND,ARDENHEIGHTS,TWO FAMILY,7 LISA LANE,10312,2070.0,316301,2016-04-20,40.5493891,-74.1978489288
307,STATEN ISLAND,ARDENHEIGHTS,TWO FAMILY,79 LISA LANE,10312,2093.0,380000,2016-01-05,40.5489043,-74.19624085
308,STATEN ISLAND,ARDENHEIGHTS,TWO FAMILY,78 STACK DRIVE,10312,2070.0,419000,2015-12-01,40.54825035,-74.1971170108
309,STATEN ISLAND,ARDENHEIGHTS,TWO FAMILY,891 WOODROW ROAD,10312,22249.0,955000,2016-04-21,40.5452423,-74.1948341493
310,STATEN ISLAND,ARDENHEIGHTS,TWO FAMILY,71 CASTOR PLACE,10312,5643.0,945954,2016-06-27,40.5458745625,-74.19712925
311,STATEN ISLAND,ARROCHAR,ONE FAMILY,124 WADSWORTH AVENUE,10305,4250.0,499995,2015-12-07,40.60471515,-74.06445115
312,STATEN ISLAND,ARROCHAR,ONE FAMILY,50 WADSWORTH AVENUE,10305,2500.0,410000,2016-06-17,40.60580265,-74.0621933854
313,STATEN ISLAND,ARROCHAR,ONE FAMILY,25 GARSON AVENUE,10305,12000.0,1400000,2016-06-24,40.6028194,-74.0681984559
314,STATEN ISLAND,ARROCHAR,ONE FAMILY,378 FINGERBOARD ROAD,10305,7325.0,927500,2016-07-28,40.601841,-74.0707657375
315,STATEN ISLAND,ARROCHAR,ONE FAMILY,271 MC CLEAN AVENUE,10305,2350.0,427888,2015-12-14,40.597162,-74.069899
316,STATEN ISLAND,ARROCHAR,ONE FAMILY,40 HASTINGS STREET,10305,7009.0,550000,2016-08-18,40.6001116,-74.0674353
317,STATEN ISLAND,ARROCHAR,ONE FAMILY,45 SAVO LANE,10305,988.0,369000,2015-12-11,40.6004068,-74.0660828622
318,STATEN ISLAND,ARROCHAR,ONE FAMILY,47 SAVO LANE,10305,990.0,381000,2015-12-08,40.60036715,-74.0660769533
319,STATEN ISLAND,ARROCHAR,ONE FAMILY,98 LILY POND AVENUE,10305,6100.0,755000,2016-08-04,40.6006961,-74.0654006532
320,STATEN ISLAND,ARROCHAR,ONE FAMILY,56 SAVO LANE,10305,1024.0,460000,2016-09-02,40.6002535,-74.0664190588
321,STATEN ISLAND,ARROCHAR,ONE FAMILY,105 HASTINGS STREET,10305,6000.0,385000,2016-02-16,40.5985463462,-74.0667155577
322,STATEN ISLAND,ARROCHAR,ONE FAMILY,95 HASTINGS STREET,10305,2500.0,225000,2016-02-11,40.5987633,-74.0665008548
323,STATEN ISLAND,ARROCHAR,ONE FAMILY,141 LILY POND AVENUE,10305,2850.0,520000,2016-07-11,40.59999655,-74.0641567
324,STATEN ISLAND,ARROCHAR,ONE FAMILY,1070 TOMPKINS AVENUE,10305,6096.0,420000,2015-10-02,40.6005322,-74.062971449
325,STATEN ISLAND,ARROCHAR,ONE FAMILY,1074 TOMPKINS AVENUE,10305,6096.0,515000,2015-11-20,40.6004153,-74.0628962408
326,STATEN ISLAND,ARROCHAR,ONE FAMILY,1100 TOMPKINS AVENUE,10305,5080.0,459999,2016-03-09,40.5998162,-74.0625084602
327,STATEN ISLAND,ARROCHAR,ONE FAMILY,169 CEDAR AVENUE,10305,3400.0,525000,2016-05-26,40.59595655,-74.0684997833
328,STATEN ISLAND,ARROCHAR,ONE FAMILY,121 WALLACE AVENUE,10305,4125.0,639999,2016-08-15,40.5965947,-74.0674937422
329,STATEN ISLAND,ARROCHAR,ONE FAMILY,15 CEDAR AVENUE,10305,2000.0,475000,2015-10-21,40.597349,-74.065163634
330,STATEN ISLAND,ARROCHAR,TWO FAMILY,72 MAJOR AVENUE,10305,11164.0,550000,2016-01-08,40.5994573,-74.0649760067
331,STATEN ISLAND,ARROCHAR,TWO FAMILY,27 JACKSON AVENUE,10305,7150.0,725000,2016-07-11,40.59711145,-74.06646565
332,STATEN ISLAND,ARROCHAR,TWO FAMILY,134 MC CLEAN AVENUE,10305,3900.0,560000,2016-08-12,40.5978988,-74.066353
333,STATEN ISLAND,ARROCHAR,THREE FAMILY,83 MC CLEAN AVENUE,10305,3060.0,500000,2016-02-26,40.598798,-74.064909
334,STATEN ISLAND,ARROCHAR,THREE FAMILY,85 MCCLEAN AVENUE,10305,3060.0,650000,2016-02-10,40.5987467,-74.065010004
335,STATEN ISLAND,ARROCHAR,THREE FAMILY,22 JACKSON AVENUE,10305,7500.0,865000,2016-06-30,40.59703195,-74.0672015985
336,STATEN ISLAND,ARROCHAR-SHOREACRES,ONE FAMILY,93 MARYLAND AVENUE,10305,6321.0,433000,2015-10-25,40.6137691,-74.0652109405
337,STATEN ISLAND,ARROCHAR-SHOREACRES,ONE FAMILY,108 ABBOTT STREET,10305,2300.0,310000,2016-05-13,40.61381935,-74.0638754594
338,STATEN ISLAND,ARROCHAR-SHOREACRES,ONE FAMILY,51 NEW LANE,10305,1778.0,555000,2016-05-19,40.61280795,-74.063035001
339,STATEN ISLAND,ARROCHAR-SHOREACRES,ONE FAMILY,35 NEW LANE,10305,2400.0,533000,2016-06-22,40.6125999,-74.0635934836
340,STATEN ISLAND,ARROCHAR-SHOREACRES,ONE FAMILY,47 CLIFF STREET,10305,2426.0,446160,2016-06-09,40.6106708,-74.0611112
341,STATEN ISLAND,ARROCHAR-SHOREACRES,ONE FAMILY,49 CLIFF STREET,10305,2879.0,440000,2016-06-21,40.610653,-74.061116
342,STATEN ISLAND,ARROCHAR-SHOREACRES,ONE FAMILY,54 NAUTILUS STREET,10305,2000.0,302500,2016-01-14,40.6107921,-74.0618387831
343,STATEN ISLAND,ARROCHAR-SHOREACRES,ONE FAMILY,18 SHORE ACRES ROAD,10305,5000.0,590000,2016-06-16,40.60870025,-74.0613281081
344,STATEN ISLAND,ARROCHAR-SHOREACRES,ONE FAMILY,18 SHORE ACRES ROAD,10305,5000.0,284600,2015-10-20,40.60870025,-74.0613281081
345,STATEN ISLAND,ARROCHAR-SHOREACRES,TWO FAMILY,70 MARYLAND AVENUE,10305,3480.0,310000,2015-12-11,40.6138562,-74.0642497
346,STATEN ISLAND,ARROCHAR-SHOREACRES,TWO FAMILY,47 WATERVIEW COURT,10305,2040.0,350500,2016-05-31,40.61447085,-74.0620084
347,STATEN ISLAND,ARROCHAR-SHOREACRES,TWO FAMILY,55 NEW LANE,10305,1870.0,490000,2016-04-13,40.6128369,-74.0629373525
348,STATEN ISLAND,ARROCHAR-SHOREACRES,TWO FAMILY,42 SCARBORO AVENUE,10305,3267.0,460000,2016-01-15,40.6130497,-74.0635159696
349,STATEN ISLAND,ARROCHAR-SHOREACRES,TWO FAMILY,54 SCARBORO AVENUE,10305,5100.0,470000,2016-01-07,40.61320635,-74.063154154
350,STATEN ISLAND,ARROCHAR-SHOREACRES,THREE FAMILY,79 MARYLAND AVENUE,10305,8380.0,606000,2016-01-29,40.6139446,-74.0648918769
351,STATEN ISLAND,ARROCHAR-SHOREACRES,THREE FAMILY,79 MARYLAND AVENUE,10305,8380.0,420000,2015-11-20,40.6139446,-74.0648918769
352,STATEN ISLAND,ARROCHAR-SHOREACRES,COOPS - ELEVATOR,"20 CLIFF STREET, 8R",10305,,160000,2015-10-28,40.61099,-74.0603217688
353,STATEN ISLAND,ARROCHAR-SHOREACRES,COOPS - ELEVATOR,"20 CLIFF STREET, 8E",10305,,252000,2015-12-10,40.61099,-74.0603217688
354,STATEN ISLAND,ARROCHAR-SHOREACRES,COOPS - ELEVATOR,"20 CLIFF STREET, 6L",10305,,249900,2016-01-29,40.61099,-74.0603217688
355,STATEN ISLAND,ARROCHAR-SHOREACRES,COOPS - ELEVATOR,"20 CLIFF STREET, 4E",10305,,275000,2016-02-22,40.61099,-74.0603217688
356,STATEN ISLAND,ARROCHAR-SHOREACRES,COOPS - ELEVATOR,"20 CLIFF STREET, 4K",10305,,190000,2016-02-22,40.61099,-74.0603217688
357,STATEN ISLAND,ARROCHAR-SHOREACRES,COOPS - ELEVATOR,"20 CLIFF STREET, 3C",10305,,172000,2016-03-24,40.61099,-74.0603217688
358,STATEN ISLAND,ARROCHAR-SHOREACRES,COOPS - ELEVATOR,"20 CLIFF STREET, 8J",10305,,185000,2016-04-29,40.61099,-74.0603217688
359,STATEN ISLAND,ARROCHAR-SHOREACRES,CONDOS - ELEVATOR,6 NEW LANE,10305,,210000,2016-07-28,40.6118349,-74.0638950591
360,STATEN ISLAND,ARROCHAR-SHOREACRES,CONDOS - ELEVATOR,6 NEW LANE,10305,,258000,2016-06-14,40.6118349,-74.0638950591
361,STATEN ISLAND,ARROCHAR-SHOREACRES,CONDOS - ELEVATOR,6 NEW LANE,10305,,177450,2016-04-12,40.6118349,-74.0638950591
362,STATEN ISLAND,ARROCHAR-SHOREACRES,CONDOS - ELEVATOR,6 NEW LANE,10305,,190000,2015-10-13,40.6118349,-74.0638950591
363,STATEN ISLAND,BLOOMFIELD,ONE FAMILY,3499 VICTORY BOULEVARD,10314,7560.0,499900,2016-04-26,40.60229655,-74.1752466047
364,STATEN ISLAND,BULLSHEAD,ONE FAMILY,45H DEPPE PLACE,10314,2190.0,350000,2016-06-13,40.6179248252,-74.1553087513
365,STATEN ISLAND,BULLSHEAD,ONE FAMILY,45B DEPPE PLACE,10314,560.0,275000,2016-04-04,40.6179248252,-74.1553087513
366,STATEN ISLAND,BULLSHEAD,ONE FAMILY,58 MADISON AVENUE,10314,5040.0,530000,2015-11-02,40.61676725,-74.1554005052
